transaction_status,dollarsobligated,maj_fund_agency_cat,contractingofficeid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,descriptionofcontractrequirement,vendorname,vendoralternatename,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,congressionaldistrict,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,statecode,placeofperformancecity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,productorservicecode,fiscal_year,extentcompeted,reasonnotcompeted,numberofoffersreceived,solicitationprocedures,typeofsetaside,localareasetaside,numberofemployees,annualrevenue,issbacertifiedsmalldisadvantagedbusiness,educationalinstitutionflag,womenownedflag,veteranownedflag,minorityownedbusinessflag,tribalgovernmentflag,ishispanicservicinginstitution,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,last_modified_date
Active,0,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00259: 259-NETWORK CONTRACT OFFICE 19,00259: 259-NETWORK CONTRACT OFFICE 19,,11/25/2014,11/25/2014,12/31/2014,12/31/2014,,AS-BUILT DRAWINGS UPDATE.,AES GROUP INC,AES,11031 S PIKES PEAK DR STE 201,,,PARKER,CO,801387360,UNITED STATES,CO,4,124417069,124417069,3038413922,3038413772,12/16/2002,03/26/2014,AES GROUP INC,WY: WYOMING,BANNER,WY: WYOMING,USA: UNITED STATES,828329745,WY00,WY00,"6675: DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS",2015,G: NOT COMPETED UNDER SAP,OTH: AUTHORIZED BY STATUTE,1,SP1: SIMPLIFIED ACQUISITION,SDVOSBS: SDVOSB SOLE SOURCE,N,10,3799777,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,11/25/2014
Active,10000,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MSFC0: MARSHALL SPACE FLIGHT CENTER,MSFC0: MARSHALL SPACE FLIGHT CENTER,,10/8/2014,10/1/2014,9/30/2015,9/30/2015,,3D PRINTED HALL THRUSTER,COLORADO STATE UNIVERSITY,SPONSORED PROGRAMS,601 S HOWES ST,,,FORT COLLINS,CO,805212807,UNITED STATES,CO,2,785979618,948905492,9704917178,9704916147,10/29/2001,01/13/2015,COLORADO STATE UNIVERSITY SYSTEM,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805212807,CO02,CO02,1820: SPACE VEHICLE COMPONENTS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,7500,990000000,N,Y,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/22/2014
Active,297.2,"2000: TREASURY, DEPARTMENT OF THE",MIN005: DENVER,MIN005: DENVER,,10/14/2014,10/14/2014,10/29/2014,10/29/2014,,"SAFETY HASP, UTILITY KNIFE, LABEL",TOOL AND ANCHOR SUPPLY INC,,1962 W 12TH AVE,,,DENVER,CO,802043416,UNITED STATES,CO,1,102529724,102529724,3035958488,3038938670,07/13/2001,05/09/2015,TOOL AND ANCHOR SUPPLY  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802043416,CO01,CO01,"5340: HARDWARE, COMMERCIAL",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,31,7200000,Y,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/14/2014
Active,11813.5,4700: GENERAL SERVICES ADMINISTRATION,"WR000: LOS ANGELES SERVICE CENTER, WEST LOS ANGELES FIELD OFFICE","WR000: LOS ANGELES SERVICE CENTER, WEST LOS ANGELES FIELD OFFICE",,11/5/2014,11/5/2014,12/31/2014,12/31/2014,,"IGF::OT::IGF CONTRACTOR TO PROVIDE LABOR AND MATERIALS TO REPLACE LOADING DOCK DOOR, OPERATOR, AND CONTROLS. CONTRACTOR WILL ALSO RUN A CONDUIT AND PATCH/CLEAN/PAINT WALLS WHERE OLD CONTROLS WERE.","ALEUT FACILITIES SUPPORT SERVICES, LLC",,5540 TECH CENTER DR,,,COLORADO SPRINGS,CO,809192331,UNITED STATES,CO,5,179288647,20256798,7192644314,7192189786,01/27/2005,04/18/2013,ALEUT CORPORATION  THE,CA: CALIFORNIA,LOS ANGELES,CA: CALIFORNIA,USA: UNITED STATES,900243602,CA33,CA33,Z2AA: REPAIR OR ALTERATION OF OFFICE BUILDINGS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,129,20063110,Y,N,N,N,Y,N,N,N,N,N,N,N: No,X,N,N,11/5/2014
Active,7500,"1200: AGRICULTURE, DEPARTMENT OF",6395: USDA APHIS MRPBS,82YM: APHIS-VS,,11/5/2014,11/4/2014,9/30/2015,9/30/2015,,"IGF::OT::IGF  USDA COOPERATIVE MEMBERSHIP STATUS IN LMIC.  LMIC WEEKLY MATERIALS, DATASETS, WEBSITE AND DATASET FOR THE PERIOD 10/01/2014 - 09/30/2015.",COLORADO STATE UNIVERSITY,,6003 CAMPUS DELIVERY,,,FORT COLLINS,CO,805236003,UNITED STATES,CO,2,69712792,948905492,9704917131,9704912452,12/13/2001,08/08/2015,COLORADO STATE UNIVERSITY SYSTEM,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805261000,CO02,CO02,U005: EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,7037,839927000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,11/5/2014
Active,67807,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00262: 262-NETWORK CONTRACT OFFICE 22,00691: 691-VA GREATER LOS ANGELES HEALTHCARE SYSTEM,,10/1/2014,10/1/2014,10/1/2014,10/1/2014,,DIALYSIS SUPPLIES,"GAMBRO RENAL PRODUCTS, INC.",,14143 DENVER WEST PKWY STE 400,,,LAKEWOOD,CO,804013266,UNITED STATES,CO,7,829042337,5146311,3032226677,3032226903,02/13/2009,01/13/2015,GAMBRO RENAL PRODUCTS  INC.,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,804013266,CO07,CO07,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,651,279895000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/1/2014
Active,11603.92,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00583: 583-INDIANAPOLIS,00583: 583-INDIANAPOLIS,,11/4/2014,11/4/2014,11/14/2014,11/28/2014,,PENILE IMPLANT,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,IN: INDIANA,INDIANAPOLIS,IN: INDIANA,USA: UNITED STATES,462021800,IN07,IN07,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,3,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,11/4/2014
Active,146.52,9700: DEPT OF DEFENSE,SPM300: DLA TROOP SUPPORT,SPM300: DLA TROOP SUPPORT,,10/10/2014,10/10/2014,10/28/2014,10/28/2014,,"4528596893!APPLES, FRESH,","FRESHPACK PRODUCE, INC.",,3825 LAFAYETTE ST UNIT A,,,DENVER,CO,802053317,UNITED STATES,CO,1,7296820,7296820,3034126232,3034126232,03/11/2003,04/18/2012,FRESHPACK PRODUCE  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802161846,CO01,CO01,8915: FRUITS AND VEGETABLES,2015,A: FULL AND OPEN COMPETITION,,2,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,90,30000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,10/13/2014
Active,6020.3,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00262: 262-NETWORK CONTRACT OFFICE 22,00691: 691-VA GREATER LOS ANGELES HEALTHCARE SYSTEM,,12/23/2014,12/23/2014,12/23/2014,12/23/2014,,PENILE IMPLANT,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,2,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/23/2014
Active,-203.86,"1200: AGRICULTURE, DEPARTMENT OF",82FT: ROCKY MOUNTAIN RESEARCH STATION,82FT: ROCKY MOUNTAIN RESEARCH STATION,,12/19/2014,12/19/2014,11/10/2014,11/10/2014,,IGF::OT::IGF,"RTL NETWORKS, INC.",,2460 W 26TH AVE STE 250C,,,DENVER,CO,802115358,UNITED STATES,CO,1,121316033,121316033,3037573100,3037574133,10/10/2002,09/25/2015,RTL NETWORKS  INC.,MT: MONTANA,MISSOULA,MT: MONTANA,USA: UNITED STATES,598015801,MT00,MT00,5805: TELEPHONE AND TELEGRAPH EQUIPMENT,2015,A: FULL AND OPEN COMPETITION,,1,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,115,15934004,Y,N,N,Y,Y,N,N,N,N,N,N,N: No,N,N,N,12/19/2014
Active,97557.3,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00259: 259-NETWORK CONTRACT OFFICE 19,00554: 554-DENVER,,12/31/2014,12/31/2014,12/31/2014,12/31/2014,,IGF::OT::IGF    TEMPORARY NURSING SERVICES,SOS NURSING SERVICES INCORPORATED,,2821 SOUTH PARKER ROAD STE 1255,,,AURORA,CO,800142793,UNITED STATES,CO,6,182237396,182237396,7205351236,7205356930,,02/10/2006,S.O.S. NURSING SERVICES INC,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802203808,CO01,CO01,Q401: MEDICAL- NURSING,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,18,AS: ALTERNATIVE SOURCES,SBP: SMALL BUSINESS SET ASIDE - PARTIAL,Y,75,2500000,N,N,Y,N,Y,N,N,N,N,N,N,X: Not Applicable,Y,X,N,1/2/2015
Active,326.66,"1500: JUSTICE, DEPARTMENT OF","40606: FLORENCE, ADX","40606: FLORENCE, ADX",,1/13/2015,1/13/2015,1/13/2015,1/13/2015,,IGF::OT::IGF POWER HOUSE GENERATOR TROUBLE SHOOT CONTROL COMMUNICATION.,PRIMARY INTEGRATION - ENCORP LLC,,1825 SHARP POINT DRI STE 118,,,FORT COLLINS,CO,805254450,UNITED STATES,CO,2,789329062,156255817,9704209065,,04/23/2014,04/23/2015,PRIMARY INTEGRATION LLC,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805254450,CO02,CO02,J059: MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,10,3750000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/13/2015
Active,0,"1400: INTERIOR, DEPARTMENT OF THE",12100: IMR SANTA FE MABO,12100: IMR SANTA FE MABO,,1/13/2015,1/13/2015,2/27/2015,2/27/2015,,"SAAN-HOTSY PRESSURE WASHER - MODIFICATION TO EXTEND THE DELIVERY DATE FROM AUGUST 28, 2014 TO FEBRUARY 27, 2015, TO ALLOW FOR PROCESSING OF INVOICE.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.","KARCHER NORTH AMERICA, INC.",,1351 W STANFORD AVE,,,ENGLEWOOD,CO,801105533,UNITED STATES,CO,1,77030773,315514000,4103307899,4106042377,02/03/2003,01/28/2012,ALFRED KARCHER GMBH & CO. KG,TX: TEXAS,SAN ANTONIO,TX: TEXAS,USA: UNITED STATES,782104919,TX35,TX35,4940: MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,2015,A: FULL AND OPEN COMPETITION,,3,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,950,210000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/13/2015
Active,0,"8900: ENERGY, DEPARTMENT OF",00068: WESTERN-SIERRA NEVADA REGION,00068: WESTERN-SIERRA NEVADA REGION,,1/13/2015,1/13/2015,9/30/2013,9/30/2013,,IGF::OT::IGF THE PURPOSE OF THIS UNILATERAL CONTRACT MODIFICATION IS TO DE-OBLIGATE THE EXCESS FUNDS AND CLOSE OUT THE CONTRACT,"BENNETT-ALVARADO, INC.",CONSTRUCTION MGMT,6885 JAY STREET,,,ARVADA,CO,800034146,UNITED STATES,CO,7,3031601,3031601,3038861654,3032023646,02/12/2002,03/31/2010,BENNETT-ALVARADO  INC.,CO: COLORADO,ARVADA,CO: COLORADO,USA: UNITED STATES,800034102,CO07,CO07,5970: ELECTRICAL INSULATORS AND INSULATING MATERIALS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SP1: SIMPLIFIED ACQUISITION,8AN: 8(A) SOLE SOURCE ,N,1,3500000,Y,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/13/2015
Active,4704.27,9700: DEPT OF DEFENSE,SPE300: DLA TROOP SUPPORT,SPE300: DLA TROOP SUPPORT,,10/14/2014,10/14/2014,10/17/2014,10/17/2014,,"4528612876!BEEF, GRD, PATTIES, FZN,",UNITED FOOD SERVICE INC.,SHAMROCK FOODS,5199 IVY ST,,,COMMERCE CITY,CO,800224404,UNITED STATES,CO,7,50246404,42370734,7194954882,7194956561,05/03/2001,01/20/2015,SHAMROCK FOODS COMPANY,CO: COLORADO,COMMERCE CITY,CO: COLORADO,USA: UNITED STATES,800224404,CO07,CO07,8940: SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,525,523000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,12/16/2014
Active,223601,"7000: HOMELAND SECURITY, DEPARTMENT OF",00088: CEU OAKLAND,00088: CEU OAKLAND,,12/3/2014,12/3/2014,1/18/2016,1/18/2016,,"IGF::OT::IGF  TASK ORDER NUMBER:  HSCG88-15-J-PXA001  PROJECT TITLE:  TREATMENT OF LEAD CONTAMINATED SOIL AT BURROWS ISLAND LIGHT STATION, SKAGIT COUNTY, WA.","ARCADIS U.S., INC.",,630 PLAZA DR STE 200,,,HIGHLANDS RANCH,CO,801292379,UNITED STATES,CO,6,81509838,403896368,7203443783,7203443535,04/23/2002,07/09/2014,ARCADIS N.V.,WA: WASHINGTON,ANACORTES,WA: WASHINGTON,USA: UNITED STATES,982218593,WA02,WA02,C219: ARCHITECT AND ENGINEERING- GENERAL: OTHER,2015,A: FULL AND OPEN COMPETITION,,5,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,21000,942499968,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/3/2014
Active,-3.3,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY",,12/2/2014,12/2/2014,4/26/2019,4/26/2019,,TAS::75 0872::TAS,SHERIDAN ROSS P.C.,,1560 BROADWAY STE 1200,,,DENVER,CO,802025145,UNITED STATES,CO,1,136136652,136136652,3038639700,3038630223,03/26/2007,04/15/2010,SHERIDAN ROSS P.C.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802025145,CO01,CO01,R418: SUPPORT- PROFESSIONAL: LEGAL,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,53,11000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/3/2014
Active,0,"1300: COMMERCE, DEPARTMENT OF",000RA: WESTERN ACQUISITION DIVISION - BOULDER,NR: OCEANIC AND ATMPHERIC RESEARCH (OAR),,10/1/2014,4/17/2008,6/30/2008,10/1/2014,,CLOSEOUT,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",UNIVERSITY OF COLORADO AT BOULDER,1800 GRANT ST STE 7,,,DENVER,CO,802031186,UNITED STATES,CO,1,7431505,7431505,,,10/16/2001,04/03/2009,THE REGENTS OF THE UNIVERSITY OF COLORADO,CO: COLORADO,BOULDER,CO: COLORADO,USA: UNITED STATES,803053328,CO02,CO02,U099: EDUCATION/TRAINING- OTHER,2015,G: NOT COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,3333,500000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N,X,N,10/7/2014
Active,142650.52,6800: ENVIRONMENTAL PROTECTION AGENCY,HCO00: HEADQUARTERS PROCUREMENT OPERATIONS DIVISION (HPOD),6805: OFFICE FOR ADMINISTRATION & RESOURCES MANAGEMENT (OARM),,10/31/2014,10/31/2014,10/31/2015,10/31/2015,,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISED OPTION PERIOD IV. THE PERIOD OF PERFORMANCE 11/01/14 - 10/31/15. SECTION F CLAUSE ENTITLED. ' EFFECTIVE PERIOD OF CONTRACT -TIME AND MATERIALS, LABOR HOURS,OR INDEFINITE DELIVER/INDEFINITE QUANTITY CONTRACT (EP 52.212-155)(APR 1984) HAS BEEN MODIFIED. THE TEXT IS AS FOLLOWS: THE EFFECTIVE PERIOD OF THIS CONTRACT IS AS FOLLOWS OPTION PERIOD IV - FROM NOVEMBER 1, 2014 - OCTOBER 31, 2015. AND TO ADD FUNDING FOR THE PERIOD OF PERFORMANCE ENDING 10/31/2014 UNDER PR-OARM-14-01033 AND TO ADD FUNDING TO COVER THE OPTION PERIOD IV - NOVEMBER 1, 2014 - OCTOBER, 31, 2015 UNDER PR-OARM-14-01052.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME AS STATED IN THE PREVIOUS ORDER. ALSO ADDING PATRICIA MOORE AS THE ALTERNATER PROJECT OFFICER.","FEEA CHILDCARE SERVICES, INC.",,3333 S WADSWORTH BLVD #300,,,LAKEWOOD,CO,802275122,UNITED STATES,CO,7,828562699,828562699,3039337580,3039337587,10/17/2008,10/13/2011,FEEA CHILDCARE SERVICES  INC.,DC: DISTRICT OF COLUMBIA,WASHINGTON,DC: DISTRICT OF COLUMBIA,USA: UNITED STATES,200043006,DC00,DC00,R419: EDUCATIONAL SERVICES,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,3,0,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,11/5/2014
Active,73734.44,"2000: TREASURY, DEPARTMENT OF THE",AA001: DEPT OF TREASURY/DO,AA001: DEPT OF TREASURY/DO,,10/30/2014,11/1/2014,10/31/2015,10/31/2018,,"IGF::CL::IGF CORVETTO,JEANINE THERESE; TMO14T002; MOD 2",JEANINE CORVETTO,,98 CREEKSIDE DR #A,,,FRISCO,CO,80443,UNITED STATES,CO,2,137569005,137569005,9706680522,,,,JEANINE CORVETTO,CO: COLORADO,FRISCO,CO: COLORADO,USA: UNITED STATES,804433900,CO02,CO02,R497: SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,2015,A: FULL AND OPEN COMPETITION,,4,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,0,0,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/30/2014
Active,9839,"1200: AGRICULTURE, DEPARTMENT OF",82X9: ROCKY MOUNTAIN REGION,82X9: ROCKY MOUNTAIN REGION,,1/22/2015,1/22/2015,1/29/2015,1/29/2015,,IGF::OT::IGF,CI INTERNATIONAL LIMITED LIABILITY COMPANY,,7852 S ELATI ST STE 105,,,LITTLETON,CO,801208079,UNITED STATES,CO,6,825487234,825487234,3036796335,3035839590,07/09/2001,04/20/2008,CI INTERNATIONAL  INC.,CO: COLORADO,GOLDEN,CO: COLORADO,USA: UNITED STATES,804011200,CO02,CO02,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,12,2500000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/23/2015
Active,3450.16,6800: ENVIRONMENTAL PROTECTION AGENCY,SCO00: SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD),REG 9: REGION 9 (FUNDING OFFICE),,1/23/2015,1/23/2015,7/7/2015,7/7/2015,,FOOD WASTE ALTERNATIVES TO LANDFILL OPTIONS  IGF::OT::IGF,"TOEROEK ASSOCIATES, INC.",,300 UNION BLVD STE 520,,,LAKEWOOD,CO,802281552,UNITED STATES,CO,7,825211824,825211824,7208984101,3034207658,01/14/2002,07/16/2013,TOEROEK ASSOCIATES  INC.,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,802281848,CO07,CO07,F999: OTHER ENVIRONMENTAL SERVICES,2015,A: FULL AND OPEN COMPETITION,,2,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,65,6500000,N,N,Y,N,N,N,N,Y,Y,N,N,N: No,N,N,N,1/23/2015
Active,22166.64,9700: DEPT OF DEFENSE,N33191: NAVAL FAC ENGINEEERING CMD EUR SWA,HQ0147: MISSILE DEFENSE AGENCY (MDA),,10/24/2014,10/17/2014,10/16/2015,10/16/2015,,LEASE OF WASHERS/DRYERS,EXELIS SYSTEMS CORPORATION,FKA: ITT SYSTEMS,655 SPACE CENTER DR,,,COLORADO SPRINGS,CO,809153616,UNITED STATES,CO,5,30468243,969316046,7196376370,7195913673,01/22/2002,03/15/2014,EXELIS INC.,,,,ROU: ROMANIA,,,,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2015,A: FULL AND OPEN COMPETITION,,8,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,11154,1353723008,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,10/24/2014
Active,4644.89,9700: DEPT OF DEFENSE,SPE300: DLA TROOP SUPPORT,SPE300: DLA TROOP SUPPORT,,10/24/2014,10/24/2014,10/27/2014,10/27/2014,,"4528698797!CKN BRST FLT, RAW, FZN,",UNITED FOOD SERVICE INC.,SHAMROCK FOODS,5199 IVY ST,,,COMMERCE CITY,CO,800224404,UNITED STATES,CO,7,50246404,42370734,7194954882,7194956561,05/03/2001,01/20/2015,SHAMROCK FOODS COMPANY,CO: COLORADO,COMMERCE CITY,CO: COLORADO,USA: UNITED STATES,800224404,CO07,CO07,8940: SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,525,523000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,12/16/2014
Active,189768.76,"6900: TRANSPORTATION, DEPARTMENT OF",00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,,12/8/2014,12/8/2014,7/1/2015,7/1/2015,,IGF::CT::IGF CA FLAP SR89(1) TRUCKEE RIVER BRIDGE  DTFH68-14-D-00012/0013 0.7 MILES OF PAVED SHARED USE PATH,"CH2M HILL, INC.",,9191 S JAMAICA ST,,,ENGLEWOOD,CO,801125946,UNITED STATES,CO,4,63248207,27620574,7202862586,7202868059,02/19/2002,01/21/2015,CH2M HILL COMPANIES  LTD.,CO: COLORADO,ENGLEWOOD,CO: COLORADO,USA: UNITED STATES,801125946,CO04,CO04,"C1LB: ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,28474,5712862208,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/9/2014
Active,-67.5,"1500: JUSTICE, DEPARTMENT OF","40303: ENGLEWOOD, FCI","40303: ENGLEWOOD, FCI",,12/8/2014,12/8/2014,12/31/2014,12/31/2014,,IGF::OT::IGF - WEEKLY DAIRY ORDER,"SOUTHERN FOODS GROUP, LLC",MEADOW GOLD DAIRY,1325 W OXFORD AVE,,,ENGLEWOOD,CO,801104429,UNITED STATES,CO,1,61747671,929182210,3037612210,3037891718,03/29/2002,05/08/2015,DEAN FOODS COMPANY,CO: COLORADO,ENGLEWOOD,CO: COLORADO,USA: UNITED STATES,801104429,CO01,CO01,8910: DAIRY FOODS AND EGGS,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,26000,2500,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N,X,N,12/8/2014
Active,-51142.42,"1200: AGRICULTURE, DEPARTMENT OF",8C30: NM STATE OFFICE (NRCS),8C30: NM STATE OFFICE (NRCS),,12/8/2014,12/8/2014,6/30/2014,6/30/2014,,COA1140013- GPS,"VECTORS, INC.",,8811 E HAMPDEN AVE STE 110,,,DENVER,CO,802314931,UNITED STATES,CO,1,84862338,84862338,3032830343,3032830342,10/12/2000,01/07/2015,VECTORS  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802313473,CO01,CO01,6110: ELECTRICAL CONTROL EQUIPMENT,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,7,5000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/8/2014
